amfi_code,date,nav
100013,2025-04-07,171.5283
100013,2025-04-08,174.3816
100013,2025-04-09,168.5929
100013,2025-04-10,164.8968
100013,2025-04-11,160.7257
100013,2025-04-14,160.7889
100013,2025-04-15,159.564
100013,2025-04-16,155.9641
100013,2025-04-17,157.7228
100013,2025-04-18,156.631
100013,2025-04-21,157.0377
100013,2025-04-22,158.8573
100013,2025-04-23,159.2209
100013,2025-04-24,162.3766
100013,2025-04-25,163.0771
100013,2025-04-28,160.419
100013,2025-04-29,161.8208
100013,2025-04-30,169.8834
100013,2025-05-01,169.3759
100013,2025-05-02,173.5697
100013,2025-05-05,167.0845
100013,2025-05-06,170.7436
100013,2025-05-07,172.1431
100013,2025-05-08,172.1284
100013,2025-05-09,173.3462
100013,2025-05-12,175.4497
100013,2025-05-13,177.0981
100013,2025-05-14,178.722
100013,2025-05-15,179.0314
100013,2025-05-16,175.8139
100013,2025-05-19,178.2654
100013,2025-05-20,182.1441
100013,2025-05-21,183.8286
100013,2025-05-22,184.3291
100013,2025-05-23,180.1819
100013,2025-05-26,180.7151
100013,2025-05-27,179.7681
100013,2025-05-28,182.545
100013,2025-05-29,176.6596
100013,2025-05-30,180.5788
100013,2025-06-02,180.1192
100013,2025-06-03,179.4288
100013,2025-06-04,178.8202
100013,2025-06-05,179.6588
100013,2025-06-06,179.6035
100013,2025-06-09,185.5028
100013,2025-06-10,178.0643
100013,2025-06-11,178.1927
100013,2025-06-12,176.9126
100013,2025-06-13,175.872
100013,2025-06-16,176.1289
100013,2025-06-17,180.7038
100013,2025-06-18,180.0717
100013,2025-06-19,176.9081
100013,2025-06-20,177.1352
100013,2025-06-23,179.675
100013,2025-06-24,174.7753
100013,2025-06-25,180.0175
100013,2025-06-26,182.3391
100013,2025-06-27,188.142
100013,2025-06-30,188.3673
100013,2025-07-01,187.6293
100013,2025-07-02,184.2793
100013,2025-07-03,189.7369
100013,2025-07-04,193.3253
100013,2025-07-07,193.6905
100013,2025-07-08,197.1837
100013,2025-07-09,191.1581
100013,2025-07-10,190.7714
100013,2025-07-11,195.3467
100013,2025-07-14,195.7701
100013,2025-07-15,188.6752
100013,2025-07-16,190.834
100013,2025-07-17,187.2785
100013,2025-07-18,186.2699
100013,2025-07-21,191.0418
100013,2025-07-22,196.3905
100013,2025-07-23,203.3386
100013,2025-07-24,202.3145
100013,2025-07-25,202.7738
100013,2025-07-28,207.8038
100013,2025-07-29,207.7963
100013,2025-07-30,204.6453
100013,2025-07-31,210.9092
100013,2025-08-01,216.4723
100013,2025-08-04,220.0402
100013,2025-08-05,222.0081
100013,2025-08-06,221.3652
100013,2025-08-07,220.7828
100013,2025-08-08,217.6562
100013,2025-08-11,222.0072
100013,2025-08-12,223.0974
100013,2025-08-13,222.8993
100013,2025-08-14,228.422
100013,2025-08-15,233.5921
100013,2025-08-18,239.8392
100013,2025-08-19,239.108
100013,2025-08-20,241.8392
100013,2025-08-21,243.6256
100013,2025-08-22,248.5258
100013,2025-08-25,250.526
100013,2025-08-26,253.7197
100013,2025-08-27,256.1983
100013,2025-08-28,254.428
100013,2025-08-29,256.7587
100013,2025-09-01,251.2541
100013,2025-09-02,253.5621
100013,2025-09-03,253.0229
100013,2025-09-04,251.1804
100013,2025-09-05,251.2041
100013,2025-09-08,248.496
100013,2025-09-09,247.7079
100013,2025-09-10,246.7093
100013,2025-09-11,245.3869
100013,2025-09-12,247.7448
100013,2025-09-15,241.9018
100013,2025-09-16,238.065
100013,2025-09-17,249.0937
100013,2025-09-18,243.0053
100013,2025-09-19,249.4653
100013,2025-09-22,256.0827
100013,2025-09-23,254.608
100013,2025-09-24,255.9041
100013,2025-09-25,251.2365
100013,2025-09-26,248.3182
100013,2025-09-29,248.0277
100013,2025-09-30,252.4063
100013,2025-10-01,252.4088
100013,2025-10-02,250.7808
100013,2025-10-03,247.4547
100013,2025-10-06,249.8113
100013,2025-10-07,249.8529
100013,2025-10-08,251.1979
100013,2025-10-09,247.7478
100013,2025-10-10,248.0679
100013,2025-10-13,252.3915
100013,2025-10-14,258.0854
100013,2025-10-15,256.1865
100013,2025-10-16,256.501
100013,2025-10-17,258.5579
100013,2025-10-20,259.7485
100013,2025-10-21,264.848
100013,2025-10-22,269.5496
100013,2025-10-23,270.2682
100013,2025-10-24,269.491
100013,2025-10-27,264.5852
100013,2025-10-28,267.0679
100013,2025-10-29,269.2773
100013,2025-10-30,266.852
100013,2025-10-31,268.3902
100013,2025-11-03,265.0323
100013,2025-11-04,254.1893
100013,2025-11-05,257.0623
100013,2025-11-06,254.0711
100013,2025-11-07,255.4873
100013,2025-11-10,253.6233
100013,2025-11-11,251.4602
100013,2025-11-12,250.3004
100013,2025-11-13,252.4259
100013,2025-11-14,247.0975
100013,2025-11-17,246.6574
100013,2025-11-18,249.6337
100013,2025-11-19,248.3042
100013,2025-11-20,244.2622
100013,2025-11-21,241.5322
100013,2025-11-24,238.8934
100013,2025-11-25,231.4316
100013,2025-11-26,231.2495
100013,2025-11-27,230.1271
100013,2025-11-28,228.8251
100013,2025-12-01,232.4482
100013,2025-12-02,235.5874
100013,2025-12-03,241.0963
100013,2025-12-04,245.038
100013,2025-12-05,242.3435
100013,2025-12-08,241.3971
100013,2025-12-09,248.8543
100013,2025-12-10,246.7304
100013,2025-12-11,243.828
100013,2025-12-12,248.2181
100013,2025-12-15,251.2075
100013,2025-12-16,254.1199
100013,2025-12-17,253.6447
100013,2025-12-18,252.6193
100013,2025-12-19,254.1162
100013,2025-12-22,252.5278
100013,2025-12-23,251.3702
100013,2025-12-24,251.0062
100013,2025-12-25,252.9129
100013,2025-12-26,253.1141
100013,2025-12-29,250.2528
100013,2025-12-30,250.1209
100013,2025-12-31,246.2488
100013,2026-01-01,241.6606
100013,2026-01-02,251.0393
100013,2026-01-05,247.9531
100013,2026-01-06,248.5837
100013,2026-01-07,252.1286
100013,2026-01-08,253.259
100013,2026-01-09,248.1636
100013,2026-01-12,254.4958
100013,2026-01-13,253.0718
100013,2026-01-14,246.1118
100013,2026-01-15,251.3481
100013,2026-01-16,251.306
100013,2026-01-19,252.4224
100013,2026-01-20,246.0936
100013,2026-01-21,243.6794
100013,2026-01-22,241.4333
100013,2026-01-23,239.0436
100013,2026-01-26,239.6785
100013,2026-01-27,242.0605
100013,2026-01-28,247.4695
100013,2026-01-29,249.6602
100013,2026-01-30,251.2836
100013,2026-02-02,251.4553
100013,2026-02-03,251.6316
100013,2026-02-04,249.3591
100013,2026-02-05,247.5949
100013,2026-02-06,245.9344
100013,2026-02-09,250.6575
100013,2026-02-10,250.627
100013,2026-02-11,253.9689
100013,2026-02-12,256.1654
100013,2026-02-13,253.5761
100013,2026-02-16,247.7402
100013,2026-02-17,253.6317
100013,2026-02-18,252.2511
100013,2026-02-19,251.9397
100013,2026-02-20,255.1039
100013,2026-02-23,263.6373
100013,2026-02-24,261.8532
100013,2026-02-25,260.931
100013,2026-02-26,264.2174
100013,2026-02-27,265.1795
100013,2026-03-02,264.2456
100013,2026-03-03,261.5868
100013,2026-03-04,257.6926
100013,2026-03-05,259.9296
100013,2026-03-06,256.8478
100013,2026-03-09,249.889
100013,2026-03-10,250.5732
100013,2026-03-11,250.3075
100013,2026-03-12,251.7996
100013,2026-03-13,255.8272
100013,2026-03-16,256.2299
100013,2026-03-17,251.483
100013,2026-03-18,257.1605
100013,2026-03-19,259.5653
100013,2026-03-20,260.8234
100013,2026-03-23,260.3696
100013,2026-03-24,261.5998
100013,2026-03-25,258.9316
100013,2026-03-26,264.7333
100013,2026-03-27,271.8604
100013,2026-03-30,265.2796
100013,2026-03-31,260.1238
100013,2026-04-01,257.6316
100013,2026-04-02,249.6615
100013,2026-04-03,250.3585
100013,2026-04-06,251.3305
100013,2026-04-07,248.0515
100013,2026-04-08,247.5561
100013,2026-04-09,250.9672
100013,2026-04-10,250.3987
100013,2026-04-13,244.0249
100013,2026-04-14,249.7208
100013,2026-04-15,254.7132
100013,2026-04-16,256.5897
100013,2026-04-17,255.777
100013,2026-04-20,251.0972
100013,2026-04-21,247.0607
100013,2026-04-22,245.0377
100013,2026-04-23,250.4059
100013,2026-04-24,250.2517
100013,2026-04-27,244.8792
100013,2026-04-28,249.1816
100013,2026-04-29,253.507
100013,2026-04-30,252.03
100013,2026-05-01,253.4121
100013,2026-05-04,250.6351
100013,2026-05-05,251.7018
100013,2026-05-06,247.7244
100013,2026-05-07,248.9457
100013,2026-05-08,245.0305
100013,2026-05-11,244.3317
100013,2026-05-12,245.8905
100013,2026-05-13,250.942
100013,2026-05-14,251.2048
100013,2026-05-15,247.751
100013,2026-05-18,247.1339
100013,2026-05-19,251.2518
100013,2026-05-20,248.4789
100013,2026-05-21,248.9905
100013,2026-05-22,250.7544
100013,2026-05-25,246.799
100013,2026-05-26,249.6192
100013,2026-05-27,242.7618
100013,2026-05-28,241.3843
100013,2026-05-29,244.3397
100013,2026-06-01,248.3216
100013,2026-06-02,247.5007
100013,2026-06-03,246.8018
100013,2026-06-04,249.1383
100013,2026-06-05,245.9431
100013,2026-06-08,244.1376
100013,2026-06-09,246.2983
100013,2026-06-10,237.9
100013,2026-06-11,235.3642
100013,2026-06-12,232.0863
100013,2026-06-15,236.7756
100013,2026-06-16,231.5865
100013,2026-06-17,227.0388
100013,2026-06-18,226.5394
100013,2026-06-19,225.473
100013,2026-06-22,226.0719
100013,2026-06-23,220.7362
100013,2026-06-24,221.8135
100013,2026-06-25,218.9367
100013,2026-06-26,219.1198
100013,2026-06-29,219.8971
100013,2026-06-30,225.544
100014,2021-01-01,99.7138
100014,2021-01-04,99.7064
100014,2021-01-05,99.8659
100014,2021-01-06,99.7315
100014,2021-01-07,99.9734
100014,2021-01-08,100.4847
100014,2021-01-11,100.4223
100014,2021-01-12,100.2983
100014,2021-01-13,99.7624
100014,2021-01-14,100.0958
100014,2021-01-15,99.9303
100014,2021-01-18,100.0344
100014,2021-01-19,100.5792
100014,2021-01-20,100.6687
100014,2021-01-21,100.6131
100014,2021-01-22,100.8633
100014,2021-01-25,100.7755
100014,2021-01-26,100.7066
100014,2021-01-27,101.2154
100014,2021-01-28,101.526
100014,2021-01-29,102.203
100014,2021-02-01,102.0606
100014,2021-02-02,102.7754
100014,2021-02-03,102.6012
100014,2021-02-04,102.7772
100014,2021-02-05,102.8895
100014,2021-02-08,102.3774
100014,2021-02-09,103.0312
100014,2021-02-10,103.2281
100014,2021-02-11,103.0775
100014,2021-02-12,102.8193
100014,2021-02-15,102.2098
100014,2021-02-16,101.5902
100014,2021-02-17,101.7814
100014,2021-02-18,101.4465
100014,2021-02-19,101.4395
100014,2021-02-22,101.7948
100014,2021-02-23,102.1882
100014,2021-02-24,102.2939
100014,2021-02-25,102.0896
100014,2021-02-26,102.6324
100014,2021-03-01,103.109
100014,2021-03-02,103.3567
100014,2021-03-03,103.2828
100014,2021-03-04,103.237
100014,2021-03-05,103.1213
100014,2021-03-08,103.3888
100014,2021-03-09,103.3558
100014,2021-03-10,103.178
100014,2021-03-11,103.3197
100014,2021-03-12,103.1637
100014,2021-03-15,103.1874
100014,2021-03-16,103.0626
100014,2021-03-17,102.9077
100014,2021-03-18,103.1977
100014,2021-03-19,102.7691
100014,2021-03-22,103.002
100014,2021-03-23,103.4384
100014,2021-03-24,103.2101
100014,2021-03-25,102.5018
100014,2021-03-26,102.4767
100014,2021-03-29,102.0526
100014,2021-03-30,101.8804
100014,2021-03-31,101.703
100014,2021-04-01,101.778
100014,2021-04-02,101.7376
100014,2021-04-05,101.7166
100014,2021-04-06,101.9334
100014,2021-04-07,102.0386
100014,2021-04-08,102.309
100014,2021-04-09,102.7027
100014,2021-04-12,102.9521
100014,2021-04-13,103.0211
100014,2021-04-14,102.9062
100014,2021-04-15,102.9983
100014,2021-04-16,103.6058
100014,2021-04-19,103.4757
100014,2021-04-20,103.752
100014,2021-04-21,103.953
100014,2021-04-22,104.5386
100014,2021-04-23,104.2123
100014,2021-04-26,104.2882
100014,2021-04-27,104.0152
100014,2021-04-28,104.2471
100014,2021-04-29,104.8004
100014,2021-04-30,105.1113
100014,2021-05-03,105.3033
100014,2021-05-04,104.956
100014,2021-05-05,105.1298
100014,2021-05-06,104.7566
100014,2021-05-07,104.7202
100014,2021-05-10,104.3675
100014,2021-05-11,104.3708
100014,2021-05-12,104.4378
100014,2021-05-13,104.4583
100014,2021-05-14,104.4533
100014,2021-05-17,104.4667
100014,2021-05-18,104.6738
100014,2021-05-19,104.9873
100014,2021-05-20,105.2964
100014,2021-05-21,105.2325
100014,2021-05-24,105.8966
100014,2021-05-25,105.9161
100014,2021-05-26,106.2776
100014,2021-05-27,105.7086
100014,2021-05-28,105.8033
100014,2021-05-31,105.6879
100014,2021-06-01,105.2084
100014,2021-06-02,105.3673
100014,2021-06-03,105.5575
100014,2021-06-04,105.4923
100014,2021-06-07,105.7466
100014,2021-06-08,105.9489
100014,2021-06-09,105.6766
100014,2021-06-10,105.9835
100014,2021-06-11,106.4413
100014,2021-06-14,106.274
100014,2021-06-15,106.0927
100014,2021-06-16,105.9201
100014,2021-06-17,105.6658
100014,2021-06-18,105.7726
100014,2021-06-21,106.0863
100014,2021-06-22,106.3148
100014,2021-06-23,106.9321
100014,2021-06-24,106.3826
100014,2021-06-25,106.5765
100014,2021-06-28,106.5204
100014,2021-06-29,106.0872
100014,2021-06-30,106.308
100014,2021-07-01,106.3404
100014,2021-07-02,107.1116
100014,2021-07-05,107.7509
100014,2021-07-06,108.2204
100014,2021-07-07,108.215
100014,2021-07-08,107.928
100014,2021-07-09,108.0747
100014,2021-07-12,107.9035
100014,2021-07-13,107.9878
100014,2021-07-14,107.8199
100014,2021-07-15,107.4874
100014,2021-07-16,107.0563
100014,2021-07-19,106.9471
100014,2021-07-20,107.1144
100014,2021-07-21,107.5018
100014,2021-07-22,107.9261
100014,2021-07-23,107.8248
100014,2021-07-26,107.6114
100014,2021-07-27,107.4563
100014,2021-07-28,107.334
100014,2021-07-29,107.5321
100014,2021-07-30,107.9137
100014,2021-08-02,108.158
100014,2021-08-03,108.0046
100014,2021-08-04,107.9061
100014,2021-08-05,108.2898
100014,2021-08-06,108.4974
100014,2021-08-09,109.0673
100014,2021-08-10,109.1518
100014,2021-08-11,108.9183
100014,2021-08-12,109.0978
100014,2021-08-13,109.1684
100014,2021-08-16,108.952
100014,2021-08-17,109.3814
100014,2021-08-18,109.7267
100014,2021-08-19,109.7526
100014,2021-08-20,109.5454
100014,2021-08-23,110.0458
100014,2021-08-24,110.1653
100014,2021-08-25,110.3481
100014,2021-08-26,110.8297
100014,2021-08-27,110.7168
100014,2021-08-30,110.9834
100014,2021-08-31,110.766
100014,2021-09-01,110.0796
100014,2021-09-02,110.0799
100014,2021-09-03,109.9215
100014,2021-09-06,110.0132
100014,2021-09-07,110.1354
100014,2021-09-08,109.9533
100014,2021-09-09,110.0314
100014,2021-09-10,110.0811
100014,2021-09-13,110.4925
100014,2021-09-14,110.0666
100014,2021-09-15,109.8804
100014,2021-09-16,109.9648
100014,2021-09-17,109.896
100014,2021-09-20,110.1225
100014,2021-09-21,109.3564
100014,2021-09-22,110.1157
100014,2021-09-23,110.5356
100014,2021-09-24,110.9202
100014,2021-09-27,110.9182
100014,2021-09-28,110.9361
100014,2021-09-29,111.4629
100014,2021-09-30,111.6911
100014,2021-10-01,111.0648
100014,2021-10-04,111.2524
100014,2021-10-05,110.9635
100014,2021-10-06,110.815
100014,2021-10-07,111.4197
100014,2021-10-08,111.3853
100014,2021-10-11,111.7029
100014,2021-10-12,111.9929
100014,2021-10-13,111.4936
100014,2021-10-14,112.1163
100014,2021-10-15,112.9024
100014,2021-10-18,113.2474
100014,2021-10-19,113.8262
100014,2021-10-20,113.3063
100014,2021-10-21,114.0009
100014,2021-10-22,113.9267
100014,2021-10-25,113.6076
100014,2021-10-26,113.7391
100014,2021-10-27,114.3079
100014,2021-10-28,114.4656
100014,2021-10-29,114.4839
100014,2021-11-01,113.8605
100014,2021-11-02,113.6359
100014,2021-11-03,112.9212
100014,2021-11-04,113.0437
100014,2021-11-05,113.6432
100014,2021-11-08,114.2071
100014,2021-11-09,114.4674
100014,2021-11-10,114.1373
100014,2021-11-11,113.7256
100014,2021-11-12,114.3903
100014,2021-11-15,114.7446
100014,2021-11-16,114.9878
100014,2021-11-17,114.6546
100014,2021-11-18,114.5015
100014,2021-11-19,114.4471
100014,2021-11-22,114.3793
100014,2021-11-23,113.6302
100014,2021-11-24,114.0506
100014,2021-11-25,113.7946
100014,2021-11-26,114.5534
100014,2021-11-29,114.5564
100014,2021-11-30,114.6722
100014,2021-12-01,114.8223
100014,2021-12-02,114.9211
100014,2021-12-03,114.9479
100014,2021-12-06,115.191
100014,2021-12-07,115.6652
100014,2021-12-08,115.6996
100014,2021-12-09,115.6336
100014,2021-12-10,115.4186
100014,2021-12-13,115.917
100014,2021-12-14,116.1981
100014,2021-12-15,116.2695
100014,2021-12-16,116.2698
100014,2021-12-17,115.9269
100014,2021-12-20,116.1357
100014,2021-12-21,116.2738
100014,2021-12-22,115.9244
100014,2021-12-23,115.4697
100014,2021-12-24,115.2052
100014,2021-12-27,114.9323
100014,2021-12-28,115.8173
100014,2021-12-29,116.3646
100014,2021-12-30,116.3075
100014,2021-12-31,116.0745
100014,2022-01-03,116.1953
100014,2022-01-04,116.2705
100014,2022-01-05,116.5457
100014,2022-01-06,116.7457
100014,2022-01-07,116.6307
100014,2022-01-10,116.4908
100014,2022-01-11,116.9121
100014,2022-01-12,116.6422
100014,2022-01-13,116.1255
100014,2022-01-14,116.5545
100014,2022-01-17,117.1121
100014,2022-01-18,116.4193
100014,2022-01-19,116.2273
100014,2022-01-20,116.6776
100014,2022-01-21,116.2229
100014,2022-01-24,116.3517
100014,2022-01-25,116.4023
100014,2022-01-26,116.0905
100014,2022-01-27,115.8339
100014,2022-01-28,115.2084
100014,2022-01-31,115.9595
100014,2022-02-01,116.2563
100014,2022-02-02,116.7873
100014,2022-02-03,117.0077
100014,2022-02-04,117.7936
100014,2022-02-07,118.2296
100014,2022-02-08,118.3465
100014,2022-02-09,118.2872
100014,2022-02-10,118.8617
100014,2022-02-11,118.9215
100014,2022-02-14,118.5905
100014,2022-02-15,117.9235
100014,2022-02-16,118.4965
100014,2022-02-17,117.384
100014,2022-02-18,118.0759
100014,2022-02-21,118.4336
100014,2022-02-22,118.8577
100014,2022-02-23,118.3782
100014,2022-02-24,117.9394
100014,2022-02-25,118.1642
100014,2022-02-28,118.607
100014,2022-03-01,119.0491
100014,2022-03-02,119.249
100014,2022-03-03,118.977
100014,2022-03-04,119.3138
100014,2022-03-07,119.1176
100014,2022-03-08,119.0795
100014,2022-03-09,118.8325
100014,2022-03-10,119.2325
100014,2022-03-11,119.3416
100014,2022-03-14,119.5704
100014,2022-03-15,120.1329
100014,2022-03-16,120.4176
100014,2022-03-17,120.2166
100014,2022-03-18,120.7312
100014,2022-03-21,121.0795
100014,2022-03-22,121.2126
100014,2022-03-23,121.1629
100014,2022-03-24,121.5999
100014,2022-03-25,120.9518
100014,2022-03-28,121.6582
100014,2022-03-29,121.6299
100014,2022-03-30,121.098
100014,2022-03-31,121.2558
100014,2022-04-01,121.0774
100014,2022-04-04,120.3377
100014,2022-04-05,120.5307
100014,2022-04-06,120.9255
100014,2022-04-07,121.3581
100014,2022-04-08,121.4544
100014,2022-04-11,122.1058
100014,2022-04-12,122.366
100014,2022-04-13,121.9229
100014,2022-04-14,122.2162
100014,2022-04-15,122.0001
100014,2022-04-18,122.0605
100014,2022-04-19,121.8309
100014,2022-04-20,121.8177
100014,2022-04-21,121.9935
100014,2022-04-22,121.8216
100014,2022-04-25,121.7799
100014,2022-04-26,121.3775
100014,2022-04-27,121.1374
100014,2022-04-28,120.8663
100014,2022-04-29,120.8857
100014,2022-05-02,121.0746
100014,2022-05-03,120.7951
100014,2022-05-04,121.6513
100014,2022-05-05,122.1946
100014,2022-05-06,122.1488
100014,2022-05-09,121.6472
100014,2022-05-10,121.2694
100014,2022-05-11,121.6586
100014,2022-05-12,122.0953
100014,2022-05-13,122.6226
100014,2022-05-16,122.7344
100014,2022-05-17,122.9392
100014,2022-05-18,122.7916
100014,2022-05-19,123.6303
100014,2022-05-20,123.9661
100014,2022-05-23,124.5141
100014,2022-05-24,124.7311
100014,2022-05-25,125.0171
100014,2022-05-26,125.0414
100014,2022-05-27,125.5803
100014,2022-05-30,124.9532
100014,2022-05-31,125.3096
100014,2022-06-01,125.7587
100014,2022-06-02,126.3549
100014,2022-06-03,126.2463
100014,2022-06-06,126.3964
100014,2022-06-07,126.0015
100014,2022-06-08,126.2873
100014,2022-06-09,126.6073
100014,2022-06-10,126.5467
100014,2022-06-13,126.7875
100014,2022-06-14,126.1794
100014,2022-06-15,126.1213
100014,2022-06-16,126.2841
100014,2022-06-17,126.2764
100014,2022-06-20,126.4118
100014,2022-06-21,126.4705
100014,2022-06-22,126.4638
100014,2022-06-23,126.5402
100014,2022-06-24,126.207
100014,2022-06-27,126.2617
100014,2022-06-28,126.4052
100014,2022-06-29,126.4431
100014,2022-06-30,125.6977
100014,2022-07-01,125.777
100014,2022-07-04,125.5631
100014,2022-07-05,125.0577
100014,2022-07-06,125.2911
100014,2022-07-07,126.0438
100014,2022-07-08,125.8728
100014,2022-07-11,127.0278
100014,2022-07-12,126.9283
100014,2022-07-13,126.9525
100014,2022-07-14,127.0684
100014,2022-07-15,127.0992
100014,2022-07-18,127.032
100014,2022-07-19,126.5533
100014,2022-07-20,126.7219
100014,2022-07-21,126.8642
100014,2022-07-22,126.0751
100014,2022-07-25,126.4167
100014,2022-07-26,126.5624
100014,2022-07-27,126.5466
100014,2022-07-28,126.7109
100014,2022-07-29,127.4838
100014,2022-08-01,127.1856
100014,2022-08-02,127.1695
100014,2022-08-03,127.4598
100014,2022-08-04,127.4929
100014,2022-08-05,127.6216
100014,2022-08-08,128.6216
100014,2022-08-09,128.7581
100014,2022-08-10,128.5312
100014,2022-08-11,127.7009
100014,2022-08-12,128.5975
100014,2022-08-15,128.299
100014,2022-08-16,128.298
100014,2022-08-17,128.6882
100014,2022-08-18,128.4545
100014,2022-08-19,128.9057
100014,2022-08-22,129.5344
100014,2022-08-23,128.4481
100014,2022-08-24,128.046
100014,2022-08-25,127.788
100014,2022-08-26,128.0102
100014,2022-08-29,127.6237
100014,2022-08-30,127.4418
100014,2022-08-31,127.4452
100014,2022-09-01,127.4507
100014,2022-09-02,127.3403
100014,2022-09-05,127.6917
100014,2022-09-06,127.7804
100014,2022-09-07,128.3635
100014,2022-09-08,128.5668
100014,2022-09-09,128.3254
100014,2022-09-12,128.35
100014,2022-09-13,129.2667
100014,2022-09-14,129.3138
100014,2022-09-15,129.4236
100014,2022-09-16,130.1587
100014,2022-09-19,129.9766
100014,2022-09-20,129.7862
100014,2022-09-21,130.0161
100014,2022-09-22,129.323
100014,2022-09-23,128.7971
100014,2022-09-26,129.1585
100014,2022-09-27,129.0976
100014,2022-09-28,128.8321
100014,2022-09-29,128.8556
100014,2022-09-30,128.7062
100014,2022-10-03,128.3893
100014,2022-10-04,128.5413
100014,2022-10-05,128.1902
100014,2022-10-06,128.2244
100014,2022-10-07,127.6021
100014,2022-10-10,127.0859
100014,2022-10-11,126.4617
100014,2022-10-12,126.602
100014,2022-10-13,126.442
100014,2022-10-14,126.6737
100014,2022-10-17,126.8573
100014,2022-10-18,126.4182
100014,2022-10-19,126.4581
100014,2022-10-20,126.0444
100014,2022-10-21,125.7911
100014,2022-10-24,125.6646
100014,2022-10-25,126.2882
100014,2022-10-26,126.8165
100014,2022-10-27,126.7034
100014,2022-10-28,126.1308
100014,2022-10-31,125.7849
100014,2022-11-01,125.3239
100014,2022-11-02,125.6162
100014,2022-11-03,124.7022
100014,2022-11-04,124.7671
100014,2022-11-07,124.9656
100014,2022-11-08,124.6639
100014,2022-11-09,124.1534
100014,2022-11-10,123.755
100014,2022-11-11,123.8104
100014,2022-11-14,124.642
100014,2022-11-15,123.6575
100014,2022-11-16,123.4413
100014,2022-11-17,123.0009
100014,2022-11-18,122.6119
100014,2022-11-21,122.7892
100014,2022-11-22,122.9503
100014,2022-11-23,122.9853
100014,2022-11-24,122.7396
100014,2022-11-25,123.3533
100014,2022-11-28,122.8948
100014,2022-11-29,122.5034
100014,2022-11-30,122.186
100014,2022-12-01,121.977
100014,2022-12-02,122.0567
100014,2022-12-05,122.4274
100014,2022-12-06,122.0628
100014,2022-12-07,122.278
100014,2022-12-08,122.1964
100014,2022-12-09,122.239
100014,2022-12-12,122.1221
100014,2022-12-13,121.7834
100014,2022-12-14,122.1668
100014,2022-12-15,122.9928
100014,2022-12-16,122.1985
100014,2022-12-19,122.6202
100014,2022-12-20,122.3463
100014,2022-12-21,122.5114
100014,2022-12-22,122.8058
100014,2022-12-23,123.177
100014,2022-12-26,123.1629
100014,2022-12-27,122.4533
100014,2022-12-28,122.3379
100014,2022-12-29,122.6786
100014,2022-12-30,122.1764
100014,2023-01-02,122.2736
100014,2023-01-03,122.0861
100014,2023-01-04,122.5487
100014,2023-01-05,123.0134
100014,2023-01-06,122.711
100014,2023-01-09,122.5733
100014,2023-01-10,122.9194
100014,2023-01-11,123.3136
100014,2023-01-12,123.6801
100014,2023-01-13,123.6833
100014,2023-01-16,123.4981
100014,2023-01-17,123.386
100014,2023-01-18,123.6975
100014,2023-01-19,123.7018
100014,2023-01-20,123.5964
100014,2023-01-23,123.3352
100014,2023-01-24,123.2663
100014,2023-01-25,123.1619
100014,2023-01-26,122.7502
100014,2023-01-27,123.6567
100014,2023-01-30,124.0643
100014,2023-01-31,124.3219
100014,2023-02-01,124.4293
100014,2023-02-02,124.8813
100014,2023-02-03,124.5568
100014,2023-02-06,124.5518
100014,2023-02-07,124.0185
100014,2023-02-08,124.5961
100014,2023-02-09,124.7537
100014,2023-02-10,125.2592
100014,2023-02-13,125.711
100014,2023-02-14,125.1844
100014,2023-02-15,125.1168
100014,2023-02-16,124.8565
100014,2023-02-17,124.9746
100014,2023-02-20,125.0401
100014,2023-02-21,125.473
100014,2023-02-22,125.4868
100014,2023-02-23,124.864
100014,2023-02-24,124.9407
100014,2023-02-27,125.7457
100014,2023-02-28,126.0343
100014,2023-03-01,126.0172
100014,2023-03-02,126.8462
100014,2023-03-03,127.1297
100014,2023-03-06,127.0592
100014,2023-03-07,127.227
100014,2023-03-08,127.0678
100014,2023-03-09,126.4696
100014,2023-03-10,126.313
100014,2023-03-13,127.0867
100014,2023-03-14,127.1859
100014,2023-03-15,127.2826
100014,2023-03-16,127.1681
100014,2023-03-17,127.4832
100014,2023-03-20,128.7455
100014,2023-03-21,129.2092
100014,2023-03-22,129.0832
100014,2023-03-23,129.0618
100014,2023-03-24,129.3215
100014,2023-03-27,128.8516
100014,2023-03-28,129.0225
100014,2023-03-29,128.6069
100014,2023-03-30,128.3609
100014,2023-03-31,128.521
100014,2023-04-03,128.6443
100014,2023-04-04,128.6765
100014,2023-04-05,127.9884
100014,2023-04-06,128.1254
100014,2023-04-07,128.1347
100014,2023-04-10,128.0681
100014,2023-04-11,127.9478
100014,2023-04-12,127.7618
100014,2023-04-13,128.4509
100014,2023-04-14,128.8095
100014,2023-04-17,129.1493
100014,2023-04-18,128.4639
100014,2023-04-19,128.1794
100014,2023-04-20,127.9469
100014,2023-04-21,127.6411
100014,2023-04-24,127.768
100014,2023-04-25,127.7316
100014,2023-04-26,127.6792
100014,2023-04-27,127.5353
100014,2023-04-28,127.565
100014,2023-05-01,127.5992
100014,2023-05-02,127.5039
100014,2023-05-03,127.6638
100014,2023-05-04,127.7521
100014,2023-05-05,128.6304
100014,2023-05-08,128.0228
100014,2023-05-09,128.6908
100014,2023-05-10,128.1483
100014,2023-05-11,128.0587
100014,2023-05-12,127.5594
